"id","created_at","source_name","layer","trust","region","domain","title","summary","url","keywords_hit","processed","result"
"132","2026-04-05 01:00:54.577558+00","AP News via Google News","L0","HIGH","Middle East / Iran","Military / Air Warfare","US Military Jets Shot Down in Iran War — First Enemy Casualty in 20+ Years","U.S. Air Force jets engaged in combat over Iran have been shot down by enemy air defense or fighter aircraft—the first confirmed loss of U.S. military aircraft to direct enemy fire in over two decades. Marks significant escalation in active Iran-U.S. kinetic operations. Published Sat 04 Apr, 16:01 GMT.","https://news.google.com/rss/articles/CBMinAFBVV95cUxPeXZxRkV1UFR0bGxqaU0tNzRZeklTR0pHaTRPdFVJS0hfeTRlemVGZnREeFJhMWFZUjRqLW5uZm5IMVYyVEpDY183cUtXa1pUT01iYm4zS1JFYXgyck5rQjhrQzh5a3hyeE44N090UlA4dVFaQk1tYmNTT21RaWFsU3A3QndyS0ZnaEVDdEpiNTBNNnN3UFY3VV9uREQ","","True",""
"130","2026-04-04 19:00:42.403892+00","TASS (citing Israeli military statement and Iranian government)","L0","HIGH","Middle East / Levant / South Asia nexus","Military Operations / Nuclear Safety / Energy Security / Sanctions","Israeli military strikes 200+ targets in Iran and Lebanon simultaneously; Iran retaliates against UAE facilities","Israeli Defense Forces conducted simultaneous strikes on 200+ targets across Iran and Lebanon (Hezbollah military facilities). Iran responded by striking UAE aluminum industry assets allegedly linked to US-Israeli military equipment production. Bushehr nuclear power plant reports normal operations. Diplomatic escalation signals: Meloni-Qatar emir energy talks, Rubio strips Soleimani niece of US residency. Witkoff-Kushner Ukraine visit scheduled post-April 12.","https://tass.com/world/1775410","","True",""
"129","2026-04-04 16:00:45.990214+00","Al Jazeera / TASS / UN News aggregation","L0","HIGH","Middle East / Iran / Eastern Mediterranean","Military Strikes / Escalation / Energy Markets","Iran struck by US-Israeli military action; Tehran rejects ceasefire, threatens escalation","US-Israeli strikes targeted Tehran University and other Iranian military/civilian infrastructure on 4 April 2026. Iran's Supreme Leader rhetoric escalated ('Stone Age' language); Tehran rejected a 48-hour ceasefire proposal. UAE Defense Ministry reports 217 injured from strikes. TASS reports Russian envoy warning EU fuel stocks may deplete by 20 April due to energy market shock. UN Secretary-General warns of 'wider war' risk entering second month of Middle East conflict.","https://www.aljazeera.com/video/newsfeed/2026/4/4/iran-says-us-israel-belong-in-stone-age-after-tehran-university-strike","","True",""
"128","2026-04-04 13:00:32.610187+00","Al Jazeera (IAEA confirmation)","L0","HIGH","Middle East / Iran","Nuclear Security / Military Escalation","Projectile strikes near Iran's Bushehr nuclear plant, one fatality reported","IAEA confirms projectile impact in proximity to Bushehr nuclear facility. One death reported. Incident occurred within 24h window. Nuclear infrastructure strike represents escalation vector in active Iran-Israel tensions.","https://www.aljazeera.com/news/2026/4/4/iaea-says-projectile-hits-near-irans-bushehr-nuclear-plant-killing-one?traffic_source=rss","","True",""
"127","2026-04-04 10:00:34.228664+00","Al Jazeera / Reuters (via Google News)","L0","HIGH","Middle East / Iran","Military/Diplomacy/Human Rights","Iran Executes Suspected Opposition Members; Tehran Rejects US 48-Hour Ceasefire Proposal","Iran executed two convicted members of banned opposition group amid escalating Middle East conflict. Simultaneously, Tehran rejected a US-proposed 48-hour ceasefire, signaling hardened negotiating posture and domestic suppression tied to external security concerns.","https://www.aljazeera.com/news/2026/4/4/iran-executes-suspected-members-of-dissident-group-amid-us-israel-war","","True",""
"126","2026-04-04 07:00:34.586928+00","Al Jazeera / Reuters","L0","HIGH","Middle East / Iran","Military Escalation + Diplomatic Breakdown","Iran war enters day 36: US-Israeli strikes ongoing; Tehran rejects 48-hour ceasefire proposal","Middle East conflict escalation continues into sixth week. Iran rejected US-proposed 48-hour ceasefire. Fire reported at foreign oil company storage in Iraq following drone strike. UN Secretary-General warns of 'wider war' risk. No de-escalation signals detected.","https://www.aljazeera.com/news/2026/4/4/iran-war-what-is-happening-on-day-36-of-us-israeli-attacks","","True",""
"125","2026-04-04 04:00:35.600214+00","Al Jazeera / Reuters (via Google News)","L0","HIGH","Middle East / Eastern Europe","Military Escalation / Energy Disruption","Iranian missile attack hits residential areas in central Israel; US rejects 48-hour ceasefire proposal","Iran conducted direct missile strikes on Israeli residential zones following US-proposed 48-hour ceasefire rejection. UN Secretary-General warns of 'wider war' as Middle East conflict enters second month. Russian oil terminals under sustained attack, unable to accept shipments for second week.","https://www.aljazeera.com/video/newsfeed/2026/4/4/iranian-missile-attack-hits-residential-areas-in-central-israel","","True",""
"124","2026-04-04 01:00:37.16461+00","Reuters / UN News","L0","HIGH","Middle East / Persian Gulf","Crisis / Military Escalation / Energy Security","Iran War Escalation: Tehran Rejects 48-Hour Ceasefire Proposal; Guterres Warns of 'Wider War'","Iran rejected a 48-hour ceasefire proposal from the US on 03-04 April 2026. Simultaneously, UN Secretary-General Guterres warned of 'wider war' as Middle East conflict enters second month. IRGC rhetoric escalating; Iran categorizes states by Strait of Hormuz positioning (hostile/neutral/friendly). European energy security threatened as second major supply source faces disruption.","https://news.google.com/rss/articles/CBMizAFBVV95cUxQdElPWHpkVnlyZ1V3SElmdk5IYks2LWl3THF6aVBDbm40M3RKQTl6Y3ZXYkVkdDhSZ0RjRXVRU19MbGVhNmJNX0FTZnlPV1lERFJRakhyZUtzOFp4RWtuNklxckoyUUtHV0xNSkU0czd6bjhMNDM1YjFnQTV3dWxlTzh5cXFhNVR","","True",""
"123","2026-04-03 22:00:36.317245+00","TASS / Iranian Media (Fars)","L0","HIGH","Middle East / Persian Gulf","Military Escalation / Strategic Chokepoint","US F-15E and A-10 Aircraft Downed Over Iran; Tehran Rejects 48-Hour Ceasefire","IRGC claims interception of US F-15E fighter and A-10 attack aircraft over Iranian airspace. Trump downplays incident; Iran rejects US 48-hour ceasefire proposal. Strait of Hormuz control rhetoric escalating (Iran dividing states into 'hostile,' 'neutral,' 'friendly' categories).","https://tass.com/world/1775250092","","True",""
"122","2026-04-03 19:00:35.861433+00","Reuters (via Google News)","L0","HIGH","Ukraine/Russia Border & East Ukraine","Military Operations / Conflict Escalation","Zelenskiy Accuses Russia of 'Easter Escalation' as Massive Attack Kills Two","Ukraine's President Zelenskiy characterized a major Russian military strike as an 'Easter escalation,' with reports indicating at least two deaths. This signals continued Russian offensive tempo during a traditionally sensitive period, with implications for civilian infrastructure targeting and potential escalatory messaging.","https://news.google.com/rss/articles/CBMivAFBVV95cUxPMEROeEZKLTlzMTdRWlV3NVRZQVVycHFCaW1rRE1aSGlsaGdwLWstUWh5cDBqNlBxQ19ON1lZb0I3VzZhRHE5UjdncFlBSlJMSkNWU1J4cW93VnIwMDdaWjlHRlZUSFRqRzNrUjFBWWhvc3AtRy05Szd5TnNnUC1YajIyak9KZXJpTlVJTTZ4ZzNKQjFRbGRuSGk3bjVFZ0QzUFB5d1pva2hqZGhoVG5FRDktRjQxUEpWbUJWNA","","True",""
"121","2026-04-03 16:00:28.750183+00","TASS / Al Jazeera","L0","HIGH","Middle East / Iran","Military Escalation & Regional Conflict","US F-15E Downed in Iran; Trump Threatens Iranian Oil Seizure","TASS reported US Air Force F-15E fighter jet downed in Iran (confirmed by CBS News sourcing). Concurrent Al Jazeera headline: Trump states US can 'take the oil' in Iran given more time. Combined signal indicates direct US-Iran military engagement + escalatory rhetoric regarding Iranian resources. UN warns of 'wider war' entering second month of Middle East conflict.","https://www.aljazeera.com/news/2026/4/3/trump-says-with-more-time-us-can-take-the-oil-in-iran","","True",""
"119","2026-04-03 10:00:44.313588+00","Reuters via Google News; UN News","L0","HIGH","Middle East, Persian Gulf","Military/Strategic","Trump threatens to strike Iran's bridges and electric power plants; Guterres warns of 'wider war' as Middle East conflict enters second month","U.S. President Trump has issued explicit threats to strike Iranian critical infrastructure (bridges, power plants). Simultaneously, UN Secretary-General Guterres characterizes Middle East conflict as entering second month with risk of 'wider war.' Blockade of Strait of Hormuz by Iran reported; 40 countries discussing reopening.","https://news.google.com/rss/articles/CBMisgFBVV95cUxOUS1DNHpZcG9LNUdON3hHamVsbmU0bVZEMnpFQUc2QjN2SnZ6YVRuZ1RScWJDMUxyNVB5WUp3aUtYbTVNVHM1d0xSUFBCd2JmZjBTVUpZWW1YMmtld1lYYTMwOEliQkpIWTJxdnN5YXViWjFrazY5ZjNhTmtrOU9peGtpNzRmWkI4RDI0WHMtT19kOFgtUTdIeERNN1RMRmIwQ2NxWkkydm5nQmNWZDRoRmR3","","True",""
"117","2026-04-03 04:00:38.159733+00","Al Jazeera","L0","HIGH","Middle East / Iran","Military Strike / Escalation","Iran vows retaliation after deadly US strike on bridge in Karaj","Iran announced retaliation following a US military strike on critical infrastructure (Karaj bridge), escalating Middle East tensions into second month of active conflict. UN Secretary-General Guterres warned of 'wider war' risk.","https://www.aljazeera.com/video/newsfeed/2026/4/3/iran-vows-retaliation-after-deadly-us-strike-on-bridge-in-karaj","","True",""
"115","2026-04-02 22:00:40.620068+00","TASS (Iranian Foreign Ministry & General Staff statements)","L0","HIGH","Middle East / Persian Gulf","Military / Strategic Escalation","US-Israeli strikes on Iran; Strait of Hormuz closure threat; 8 dead in bridge strike","Iranian Foreign Minister Abbas Araghchi warns US-Israeli strikes will not force surrender; death toll from bridge strike rises to 8; Iranian General Staff threatens closure of Strait of Hormuz to US/Israel vessels. UN SG Guterres simultaneously warns of 'wider war' as Middle East crisis enters second month.","https://tass.com/world/1775045549","","True",""
"114","2026-04-02 19:00:37.800429+00","UN News","L0","HIGH","Middle East / Global","crisis_escalation","UN Secretary-General Guterres warns world is 'on the edge of a wider war' as Middle East crisis enters second month","António Guterres issued stark warning Thu 02 Apr 2026 that Middle East conflict has escalated into second month with catastrophic global implications. Statement signals diplomatic consensus that regional containment has failed and systemic escalation risk is acute.","https://news.un.org/en/story/2026/04/1167244","","True",""
"109","2026-04-02 04:00:37.673865+00","DoD News / TASS / Al Jazeera","L0","HIGH","Middle East / Persian Gulf","military/diplomacy","Trump declares Operation Epic Fury objectives 'nearing completion,' threatens Iranian oil infrastructure destruction; Tehran rejects ceasefire; Strait of Hormuz blockade implications escalate","President Trump announced during White House address that U.S. military operations under 'Operation Epic Fury' are approaching operational completion in Iran. Trump stated that if Iran rejects a U.S.-Israeli deal, American forces will destroy Iranian oil infrastructure. Tehran has explicitly rejected ceasefire overtures. Trump indicated U.S. did not rely on Strait of Hormuz shipments but warned energy markets that opening the strait post-conflict would lower gas prices. CSIS reports 850 Tomahawks deployed—largest single-campaign cruise missile salvo in U.S. history. Amazon cloud infrastructure in Bahrain damaged in Iranian strikes (FT/Reuters). Ukraine's MFA recruiting foreign combatants for Azov battalion (TASS).","https://www.war.gov/News/News-Stories/Article/Article/4450132/trump-objectives-in-iran-near-completion-terrorist-nation-bully-no-longer/","","True",""
"108","2026-04-02 01:00:30.749868+00","Al Jazeera / Reuters (via Google News)","L0","HIGH","Middle East / Indo-Pacific","Military / Diplomatic","Iran-US Military Escalation: Trump to Address Nation; Amazon Cloud Damaged in Iranian Strike","Al Jazeera live blog reports Iran conflict escalation with Trump scheduled to address the nation. Google News confirms Amazon's Bahrain cloud infrastructure damaged in Iranian strike. Tehran denies ceasefire overtures. Military strike activity confirmed by DoD marine drone operations in Indo-Pacific theater.","https://www.aljazeera.com/news/liveblog/2026/4/2/iran-war-live-trump-to-address-nation-tehran-denies-seeking-ceasefire","","True",""
"107","2026-04-01 22:00:36.629043+00","TASS / Reuters (via Google News)","L0","HIGH","Middle East / Persian Gulf","Military / Kinetic Ops","Iranian Supreme Leader's Advisor Seriously Injured in Shelling; Amazon AWS Bahrain Damaged in Iran Strike","TASS reports Iranian supreme leader's advisor critically injured in shelling; Reuters reports Amazon's cloud infrastructure in Bahrain damaged in Iranian strike as part of broader US-Israeli campaign (Operation Epic Fury). CSIS reports 850 Tomahawks launched—highest single-campaign volume.","https://tass.com/world/1819234","","True",""
"106","2026-04-01 19:00:41.587511+00","Reuters / Financial Times / CSIS","L0","HIGH","Middle East / Persian Gulf","Military / Cyber / Critical Infrastructure","Amazon AWS Bahrain infrastructure damaged in Iran strike; 850 Tomahawks fired in Operation Epic Fury escalation","FT reports Amazon cloud infrastructure in Bahrain damaged in Iranian strike. Coincides with CSIS reporting 850 Tomahawks—highest single-campaign salvo in U.S. history—fired in Operation Epic Fury. Iran denies ceasefire requests; Trump administration claims otherwise. Indicates active U.S.-Iran kinetic escalation and critical infrastructure targeting.","https://news.google.com/rss/articles/CBMitgFBVV95cUxPRjFGSThkUWxFdXpNUGNPU1JZUUFHOXZtQUpibFNJemVOaV80TUlsZEpDT29DVVIwMllLM25xd3ROR2JCc1VkZFJ3bWJhM2tmR09QNWFwN3l0c3Q3VjktTHcxYVd2Q1ZvYzVOeDloeHVnXzc2WmJMVW9WOGd6SDJENFlSX0xBVmkwdGNwVmtTRXFMc2JXWUdJWjAtSlc2dndvTVhZYTAySHdLSnRwRXJGTXdfN09YUQ","","True",""
"104","2026-04-01 13:00:36.499459+00","TASS, Al Jazeera, UN News","L0","HIGH","Middle East (Iran, Lebanon, Israel)","Military/Diplomatic/Economic Escalation","Hezbollah southern front commander killed; Iran closes Strait of Hormuz to US-allied vessels; global markets rise on Iran conflict de-escalation signals","Hezbollah confirms death of southern front commander Yusuf Ismail Hashem in Israeli strikes. Iran's UN envoy states Tehran has decided to close Strait of Hormuz to US/Israel-associated vessels. Global markets interpret this as ceasefire-via-diplomacy scenario. UN warns Lebanon at 'breaking point' with displacement surge and strike intensification.","https://tass.com/world/1775042 | https://aljazeera.com/news/2026/4/1/how-are-nato-allies-pushing-back-against-trumps-iran-war-demands","","True",""
"103","2026-04-01 10:00:36.84361+00","Al Jazeera","L0","HIGH","Middle East/Red Sea","Military/Asymmetric Warfare","Houthis claim joint missile attack on Israel with Iran and Hezbollah","Houthis announced coordinated missile strike on Israel allegedly conducted jointly with Iran and Hezbollah. This signals potential escalation in regional tensions and expanded multi-actor military coordination against Israel.","https://www.aljazeera.com/video/newsfeed/2026/4/1/houthis-claim-joint-missile-attack-on-israel-with-iran-and-hezbollah","","True",""
"101","2026-04-01 04:00:42.686329+00","Reuters via Google News","L0","HIGH","Eastern Europe/Crimea","Military Operations","Russian military transport plane crashes in Crimea, killing 29 — defence ministry","Russian military transport aircraft crashed in Crimea with 29 fatalities reported by Russian defence ministry. Incident represents significant loss of military transport capacity in active theater; timing during Ukraine conflict escalation suggests operational strain on Russian logistics.","https://news.google.com/rss/articles/CBMitgFBVV95cUxPMy1SNy00M3RCdmZrQnctTldhYTltOE9XMkhpTHNsQ3RvbXhUQ1hkSVJCRHNoMFpWWHpKblJyQy1IRmdoZXpYYXlRVEt6dmZPZEVlUEJtT1hxMFVBaVRQVTZORnZxdGxub2QxZ2NJMkc1RHN6OE12STBUc2F6UzFoWGhVMnRNWHk4ZUZNM1RsekNJa1NEbjZOX2lKS09QUkVSV0dBUEw3djBYZ0djOUFXaEFXbWNzUQ","","True",""
"100","2026-04-01 01:00:35.602149+00","Al Jazeera / TASS (Tasnim News Agency)","L0","MEDIUM-HIGH","Middle East (Iran-Israel Theater)","Military/Diplomatic","Trump claims Iran war could end in 2-3 weeks; second US-Israeli strikes on Iranian steel infrastructure reported","President Trump declared to allies 'get your own oil' and stated the Iran war could end in 2-3 weeks without requiring a deal. Simultaneously, TASS reports (via Tasnim) second wave of US-Israeli strikes on Mobarakeh Steel plant. Al Hadath reports Iran's judiciary chief killed in attack on Tehran. Iran's Majlis member warns vessels violating Strait of Hormuz law will be 'forcibly detained.'","https://www.aljazeera.com/news/2026/4/1/trump-tells-allies-get-your-own-oil-says-iran-war-could-end-in-2-3-weeks","","True",""
"99","2026-03-31 22:00:51.495371+00","Reuters via Google News","L0","HIGH","Middle East / Europe-Atlantic","Military Operations & Diplomacy","Europe pushes back on US military operations as concerns over Iran war mount","European governments are formally objecting to escalating US military operations targeting Iran, signaling NATO-US strategic divergence and risk of further regional conflict escalation.","https://news.google.com/rss/articles/CBMiuwFBVV95cUxPTGI1RDRzSnZ0MW9jTlhyd0tGNFdjQk5EQkwtS3U3UjJXUzFxR05NRVlmT01WLUtEeGlTZzhiUExVbEpENElQT05YckFqcS1URTRZQUZtMzZ1UF9YSXFUYVNlT2ttbjRaTFlhUXVkQmJHVV9oUUFtNjA2N1VzVFpOS0QxNFkzeWozYmFOYWx0bFZ3YzJESUtxZ2RfREtYR2RiaWFQS2VBRzdhcUpUNTBVRGQyMkYweHFHd0Ew?oc=5","","True",""
"98","2026-03-31 19:00:43.306541+00","TASS (citing Iran Foreign Ministry — Abbas Araghchi)","L0","HIGH","Middle East (Iran, Israel, Lebanon, Syria)","Military Crisis / Diplomacy Rupture","US-Israeli strikes on Iran escalate; Iran seeks complete end to Middle East war, not ceasefire","Iran's top diplomat Abbas Araghchi demands complete end to Middle East war with guarantees against future aggression, rejecting ceasefire-only framework. Simultaneous reports: Iranian Interior Minister thanks Russia/allies for humanitarian aid; WHO reports attacks on Tehran WHO office (no casualties). DoD confirms CENTCOM operations at 'wartime speed' under Operation Epic Fury—largest Tomahawk campaign in single operation (850+ missiles per CSIS). EU pushing back on US military operations amid Iran war concerns.","https://tass.com/world/1774980521","","True",""
"97","2026-03-31 16:00:36.876491+00","TASS","L0","HIGH","Middle East / Iran","Military/Cyber Threat","US-Israeli strikes on Iran; Iran's Revolutionary Guards threaten to attack US tech firms in Mideast","Iran's Revolutionary Guards have issued explicit threats to attack US technology and AI companies operating in the Middle East in response to US-Israeli military strikes. Simultaneously, Russian envoy reports Russian citizens evacuating via Azerbaijan, and Moscow offers to facilitate Middle East conflict resolution.","https://tass.com/world/middle-east-conflict","","True",""
"96","2026-03-31 13:00:34.64755+00","UN News","L0","HIGH","Middle East / Strait of Hormuz","Maritime Crisis / Humanitarian","20,000 seafarers stranded in Strait of Hormuz as Middle East war continues; UN calls situation 'unprecedented' in post-WW2 era","More than 20,000 merchant seafarers remain trapped on vessels in the Strait of Hormuz amid active Middle East conflict. UN agencies report humanitarian crisis with vital food aid blocked; situation described as having no historical precedent since 1945.","https://news.un.org/en/story/2026/03/1167224","","True",""
"93","2026-03-31 04:00:40.664596+00","Reuters via Google News","L0","HIGH","Middle East/Persian Gulf","Military/Kinetic","Giant oil tanker off Dubai hit by Iranian strike; Trump threatens to obliterate Iran energy, oil plants","Iranian strike against commercial shipping in Gulf of Oman; U.S. administration escalates retaliatory rhetoric with threats to strike Iranian energy infrastructure. Marks direct military action against third-party vessel amid U.S.-Iran tensions.","https://news.google.com/rss/articles/CBMizAFBVV95cUxQeTZaSk9nelRiZUdKVzVicVE0TTV5RDN6YWwxZ1pLckI5WU5pU1R5OE81OW5jM3QxUFpuVW1kN1ZCal83VXJBZGZScWlZSFhkUVIwVFRyUHA0bkZxOHBrU0xHX0F0d3ZwQWlIM3ZYZk1KcWtVd1dMN1ZtcUJDNkY0OW1taVN5VWc3TmVyNVBuczItZHBzRmJacHZlSkJOOFZwUDgtVmZsUy16RmIzYzFyMkR4OFV6VVFDRHRYRlBiUV9iWWthS3JYckFsVzk","","True",""
"91","2026-03-30 22:00:35.39081+00","Al Jazeera / UN News","L0","HIGH","Middle East / Lebanon","Military / Peacekeeping","UN Condemns Killing of Indonesian Peacekeepers in Lebanon","Indonesian UNIFIL peacekeepers killed in southern Lebanon. UN formal condemnation issued. Escalation of hostilities affecting peacekeeping operations in active conflict zone.","https://www.aljazeera.com/video/newsfeed/2026/3/30/un-condemns-killing-of-indonesian-peacekeepers-in-lebanon","","True",""
"89","2026-03-30 16:00:39.195734+00","UN News","L0","HIGH","Middle East / Levant","Military / UN Peacekeeping / Diplomacy","UN peacekeeper killed, another seriously injured in Israel-Hezbollah clashes; war enters second month","Further attacks reported across Middle East as Israel-Hezbollah conflict escalates into second month. One UN peacekeeper killed in Lebanon on Sunday, another seriously injured. Diplomatic efforts announced by UN. Regional tensions spreading.","https://news.un.org/en/story/2026/03/1167215","","True",""
